Code,Name,Polling_Districts
0779,MODISAOTSILE PRIMARY SCHOOL,BOBONONG CENTRAL
0780,DBWDM (FORMER DBES) OFFICE,BOBONONG CENTRAL
0781,RASETIMELA PRIMARY SCHOOL,BOBONONG SOUTH WEST
0782,ASSEMBLIES OF GOD CHURCH,BOBONONG SOUTH WEST
0783,TENT AT MAISWE HEALTH MOBILE STOP ,BOBONONG SOUTH WEST
0784,TENT AT DITLOTSO HEALTH MOBILE STOP ,BOBONONG SOUTH WEST
0785,MOSETLHA COMMUNITY JUNIOR SECONDARY SCHOOL,BOBONONG SOUTH EAST
0786,MADIKWE PRIMARY SCHOOL,BOBONONG SOUTH EAST
0787,MATSHEKGWE SENIOR SECONDARY SCHOOL,BOBONONG SOUTH EAST
0788,TENT AT METSIBOTLHOKO HEALTH MOBILE STOP,BOBONONG SOUTH EAST
0789,AGOSI PRIMARY SCHOOL,BOBONONG SOUTH EAST
0790,BOBIRWA SUB-LAND BOARD OFFICE,BOBONONG SOUTH EAST
0791,GOBOJANGO PRIMARY SCHOOL,GOBOJANGO
0792,GOBOJANGO COMMUNITY JUNIOR SECONDARY SCHOOL,GOBOJANGO
0793,GOBOJANGO COMMUNITY HALL,GOBOJANGO
0794,SEMOLALE PRIMARY SCHOOL,SEMOLALE-MABOLWE
0795,MABOLWE PRIMARY SCHOOL,SEMOLALE-MABOLWE
0796,MABOLWE KGOTLA,SEMOLALE-MABOLWE
0797,TENT AT MABOLWE BORDER POST,SEMOLALE-MABOLWE
0798,SEMOLALE COMMUNITY HALL  ,SEMOLALE-MABOLWE
0799,TENT AT MURIAN CHURCH,SEMOLALE-MABOLWE
0800,MOLALATAU PRIMARY SCHOOL,MOLALATAU
0801,MOLALATAU COMMUNITY JUNIOR SECONDARY SCHOOL,MOLALATAU
0802,MOLALATAU BRIGADE,MOLALATAU
0803,MOLALATAU COMMUNITY HALL,MOLALATAU
0804,TENT AT MAEKWANE MOBILE HEALTH STOP,MOLALATAU
0805,TENT AT MMADALE OPEN SPACE,MOLALATAU
0806,MOTLHABANENG PRIMARY SCHOOL,MOTHABANENG-LENTSWELEMORITI
0807,MOTLHABANENG COMMUNITY HALL  ,MOTHABANENG-LENTSWELEMORITI
0808,LENTSWELEMORITI PRIMARY SCHOOL,MOTHABANENG-LENTSWELEMORITI
0809,TENT AT POINT DRIFT BORDER POST,MOTHABANENG-LENTSWELEMORITI
0810,TENT AT TALANA FARM ,MOTHABANENG-LENTSWELEMORITI
0811,TENT AT MOTLHABANENG CLINIC,MOTHABANENG-LENTSWELEMORITI
0812,MOTLHABANENG KGOTLA,MOTHABANENG-LENTSWELEMORITI
0813,TENT AT MAKADIBENG HEALTH MOBILE STOP  ,MOTHABANENG-LENTSWELEMORITI
0814,TENT AT MMADIOPE HEALTH MOBILE STOP,MOTHABANENG-LENTSWELEMORITI
0815,MATHATHANE PRIMARY SCHOOL,MATHATHANE
0816,BADALE COMMUNITY JUNIOR SECONDARY SCHOOL  ,MATHATHANE
0817,MATHATHANE COMMUNITY HALL ,MATHATHANE
0818,TSETSEBYE PRIMARY SCHOOL,TSETSEBYE
0819,BUSANG PRIMARY SCHOOL,TSETSEBYE
0820,TSETSEBYE COMMUNITY JUNIOR SECONDARY SCHOOL,TSETSEBYE
0821,TSETSEBYE COMMUNITY HALL,TSETSEBYE
0822,TENT AT ZANZIBAR BORDER POST ,TSETSEBYE
0823,TENT AT PHAKWE HEALTH MOBILE STOP,TSETSEBYE
0824,TENT AT LEKGOLWE CATTLEPOST,TSETSEBYE
0825,MOLETEMANE  PRIMARY SCHOOL,MOLETEMANE
0826,MOLETEMANE KGOTLA,MOLETEMANE
0827,TENT AT MOLETEMANE CLINIC,MOLETEMANE
0828,TENT AT SEOKENG HEALTH MOBILE STOP,MOLETEMANE
0829,SEDIBE PRIMARY SCHOOL,DAMOCHUJENAA
0830,TENT AT LEBU CATTLEPOST,DAMOCHUJENAA
0831,TENT AT BUGAI/MACHOBANE CATTLEPOST,DAMOCHUJENAA
0832,TAPALAKOMA PRIMARY SCHOOL,MMADINARE WEST
0833,LETSIBOGO PRIMARY SCHOOL,MMADINARE WEST
0834,MMADINARE PRIMARY SCHOOL,MMADINARE WEST
0835,PHETHU MPHOENG PRIMARY SCHOOL,MMADINARE WEST
0836,MEREMENTSI COMMUNITY JUNIOR SECONDARY SCHOOL,MMADINARE WEST
0837,TENT AT GOO KGARI CATTLE POST,MMADINARE WEST
0838,TSHOKWE PRIMARY SCHOOL,ROBELELA-TSHOKWE
0839,ROBELELA PRIMARY SCHOOL,ROBELELA-TSHOKWE
0840,TENT AT MMADIKGAKA VETERINARY CAMP ,ROBELELA-TSHOKWE
0841,TOBANE KGOTLA,TOBANE
0842,TOBANE PRIMARY SCHOOL,TOBANE
0843,MOTLHASEDI COMMUNITY JUNIOR SECONDARY SCHOOL,TOBANE
0844,SEFHOPHE PRIMARY SCHOOL,SEFHOPE
0845,SEFHOPHE COMMUNITY JUNIOR SECONDARY SCHOOL,SEFHOPE
0846,MOTSHOLAPHEKO PRIMARY SCHOOL  ,SEFHOPE
0847,SEFHOPHE MAIN KGOTLA,SEFHOPE
0848,ST. PETERS PRIMARY SCHOOL,MMADINARE EAST
0849,KELELE PRIMARY SCHOOL,MMADINARE EAST
0850,MAKOME HILL COMMUNITY JUNIOR SECONDARY SCHOOL ,MMADINARE EAST
0851,TENT AT HOMEBASED CARE OFFICE,MMADINARE EAST
0852,TENT AT MAHUNWANE HEALTH MOBILE STOP,MMADINARE EAST
0853,TENT AT LEBALA CATTLE CRUSH ,MMADINARE EAST
0854,TENT AT BOBIRWA STREET CUL-DE-SEC,BOTSHABELO CENTRAL
0855,BOTSHABELO KGOTLA,BOTSHABELO CENTRAL
0856,SHHA WARD OFFICE,BOTSHABELO CENTRAL
0857,BOTSHABELO COMMUNITY HALL,BOTSHABELO WEST
0858,TENT AT OPEN SPACE (SOUTH OF LOT 7735),BOTSHABELO WEST
0859,HUMANA PEOPLE TO PEOPLE COMMUNITY CENTRE,BOTSHABELO WEST
0860,BOITSHOKO PRIMARY SCHOOL,BOTSHABELO WEST
0861,TENT AT MOTLOPI-TSHWARAGANO ROAD ,BOTSHABELO EAST
0862,TENT AT CHILDREN'S PLAYGROUND (SWINGS),BOTSHABELO EAST
0863,TENT AT DIKELEKO MEDUPE VENDING AREA,BOTSHABELO EAST
0864,KUKAMA-LESOLE CLINIC ,BOTSHABELO EAST
0865,PHASE 3 SHHA,BOTSHABELO SOUTH
0866,BOTSHABELO PRIMARY. SCHOOL,BOTSHABELO SOUTH
0867,NUTRITION CENTRE,BOTSHABELO SOUTH
0868,TENT AT MEKORO ,BOTSHABELO SOUTH
0869,IKAGELENG COMMUNITY HALL,IKAGELENG PHASE 1
0870,EDUCATION CENTRE,IKAGELENG PHASE 1
0871,TENT AT OPEN SPACE (LOT NO. 10156),IKAGELENG PHASE 1
0872,IKAGELENG KGOTLA,NEWSTANCE
0873,DAY CARE CENTRE NEXT TO SHHA OFFICE,NEWSTANCE
0874,ST. JOHN CHURCH,NEWSTANCE
0875,TENT AT OPEN SPACE NEXT TO LOT NO. 11748,IKAGELENG PHASE 2
0876,PHATSIMO JUNIOR SECONDARY SCHOOL,IKAGELENG PHASE 2
0877,TLHABOLOLO PRIMARY SCHOOL,IKAGELENG PHASE 2
0878,KOPANO PRIMARY SCHOOL,KOPANO
0879,SELEBI-PHIKWE TECHNICAL COLLEGE,KOPANO
0880,NAZARETH CHURCH,KOPANO
0881,PHIKWE PRIMARY SCHOOL,LESEDING
0882,ROMAN CATHOLIC CHURCH  ,LESEDING
0883,BAPTIST CHURCH,LESEDING
0884,RECREATION CENTRE ,THAKADIAWA
0885,UCCSA,THAKADIAWA
0886,TEBOGO PRIMARY SCHOOL,THAKADIAWA
0887,JOSEPH ANDERSON PRIMARY SCHOOL,SESAME-KAGISO
0888,KAGISO COMMUNITY HALL  ,SESAME-KAGISO
0889,HALELUJA CHURCH OF GOD,SESAME-KAGISO
0890,TENT AT WATER UTILITIES (WATER WORKS),MERITING
0891,DEPARTMENT OF WASTE MANAGEMENT & POLLUTION  CONTROL,MERITING
0892,LAPOLOGANG PRIMARY SCHOOL,SESAME-SOUTH
0893,TENT AT MPOTOKWANE ROAD VENDING AREA,SESAME-SOUTH
0894,NEW APOSTOLIC CHURCH,SESAME-SOUTH
0895,BOSWELAKGOMO PRIMARY SCHOOL,BONTLENG
0896,MAKHUBU JUNIOR SECONDARY SCHOOL,BONTLENG
0897,ST. PETER'S CHURCH  ,BONTLENG
0898,KAGISO KGOTLA,BONTLENG
0899,MOGOME PRIMARY SCHOOL,MOGOME-MOKGWARE
0900,MOKGWARE PRIMARY SCHOOL,MOGOME-MOKGWARE
0901,TENT AT RAKABESWA,MOGOME-MOKGWARE
0902,TENT AT DITSHOSWANE,MOGOME-MOKGWARE
0903,RADISELE PRIMARY SCHOOL,RADISELE
0904,MADIAELA HEALTH POST ,RADISELE
0905,WUC OFFICE,RADISELE
0906,RADISELE KGOTLA ,RADISELE
0907,TENT AT SEPALA MORIRI KGOTLA,RADISELE
0908,KHURUMELA KGOTLA,KHURUMELA
0909,KHURUMELA PRIMARY SCHOOL,KHURUMELA
0910,TENT AT OPEN SPACE NEXT TO MARTHA'S FIELDS,KHURUMELA
0911,TENT AT MAKORO GATE,KHURUMELA
0912,LOTSANE SENIOR SECONDARY SCHOOL,MAKABI
0913,MAKABI KGOTLA,MAKABI
0914,MABOGO JUNIOR SECONDARY SCHOOL,MAKABI
0915,TENT AT RANDU STREET (MANGADI'S TURN) ,MAKABI
0916,BHC OFFICE,MORUPULE
0917,TENT AT BHC LOW COST VOLLEY BALL GROUNDS ,MORUPULE
0918,TENT AT STANDPIPE 42 ,MORUPULE
0919,HOLY CHRISTIAN CHURCH IN ZION,MORUPULE
0920,TENT AT OPEN SPACE PLOT NO. 1481 - EXTENSION 3 SOUL WINNING CHURCH,MMAPHULA WEST
0921,TENT AT OPEN SPACE PLOT NO. 9347 EXTENSION 7,MMAPHULA WEST
0922,PALAPYE MAGISTRATE COURT,MMAPHULA WEST
0923,TENT AT PETROS SHOPPING COMPLEX  ,MMAPHULA WEST
0924,TENT AT DIKABEYA MOBILE HEALTH POST,DIBOKWE
0925,EXTENSION 10 KGOTLA,DIBOKWE
0926,TENT AT EXTENSION 11 OPEN SPACE,DIBOKWE
0927,CHAKALOBA PRIMARY SCHOOL,TOPISI-MOREOMABELE
0928,MOREOMABELE PRIMARY SCHOOL ,TOPISI-MOREOMABELE
0929,TENT AT LECHANA MOBILE STOP ,TOPISI-MOREOMABELE
0930,TENT AT PHIKWANE,TOPISI-MOREOMABELE
0931,TENT AT SEMATSHWANE ,TOPISI-MOREOMABELE
0932,MADIBA KGOTLA ,MADIBA
0933,HOLY BONTLE APOSTOLIC CHURCH IN ZION,MADIBA
0934,TENT AT MAOTOKGONYANA,MADIBA
0935,TENT AT PATIKWANE,MADIBA
0936,KGOLAGANO EDUCATION CENTRE ,MADIBA
0937,ELOYI CHURCH,MMALEKOKOPU
0938,TENT AT STAND PIPE NO. 29,MMALEKOKOPU
0939,TENT AT MMALEKOKOPU KGOTLA ,MMALEKOKOPU
0940,BIUST,MMALEKOKOPU
0941,OLD THOMADITHOTSE KGOTLA ,THOMADITHOTSE
0942,THOMADITHOTSE KGOTLA ,THOMADITHOTSE
0943,TENT AT NTLO YA EFANGELE,THOMADITHOTSE
0944,BOIPUSO PRIMARY SCHOOL ,LOTSANE
0945,LOTSANE KGOTLA,LOTSANE
0946,KEDIRETSWE PRIMARY SCHOOL ,SEROROME
0947,TENT AT STANDPIPE 50 ,SEROROME
0948,DHT OFFICES,SEROROME
0949,SEROROME PRIMARY SCHOOL ,SEROROME
0950,TENT AT OPEN SPACE BEHIND DISTRICT ADMINISTRATION HOUSES,SEROROME
0951,TENT AT MMA KGARI'S SHOPS ,SEROROME
0952,ST. JOHN CHURCH ,BOIKAGO
0953,PALAPYE MAIN KGOTLA ,BOIKAGO
0954,BETHLEHEM FAITH MISSION CHURCH,BOIKAGO
0955,TENT AT DITLHOMESO STANDPIPE ,BOIKAGO
0956,TENT AT OPEN SPACE NEXT TO SEDUDU TUCK-SHOP,BOIKAGO
0957,UCCSA CHURCH ,BOIKAGO
0958,TENT AT OPEN SPACE NEAR STONEHAM GARAGE,BOIKAGO
0959,SEBESO PRIMARY SCHOOL,MMAPHULA EAST
0960,TENT AT EXTENSION 8 OPEN SPACE,MMAPHULA EAST
0961,ASSEMBLIES OF GOD,MMAPHULA EAST
0962,TENT AT EXTENSION 1 KGOTLA,MMAPHULA EAST
0963,MORWALELA PRIMARY SCHOOL ,MMAPHULA CENTRAL
0964,TENT AT OPEN SPACE NO. 1617 (MULTI-PURPOSE PLOT) ,MMAPHULA CENTRAL
0965,VTC HOSTELS ,MMAPHULA CENTRAL
0966,RATSIE SETLHAKO PRIMARY SCHOOL,MMAPHULA CENTRAL
0967,TENT AT EXTENSION 5 KGOTLA,MMAPHULA CENTRAL
0968,TENT AT EXTENSION 3 KGOTLA,MMAPHULA CENTRAL
0969,MOGAPI PRIMARY SCHOOL,MOGAPI
0970,MOGAPI COMMUNITY HALL,MOGAPI
0971,TENT AT RICHMARK  ,MOGAPI
0972,TENT AT SEOKENG,MOGAPI
0973,MOGAPINYANA PRIMARY SCHOOL ,MOGAPINYANA
0974,TENT AT SETOTE MOBILE HEALTH STOP ,MOGAPINYANA
0975,KGAGODI PRIMARY SCHOOL,KGAGODI-DILORO
0976,DILORO PRIMARY SCHOOL  ,KGAGODI-DILORO
0977,KGAGODI KGOTLA,KGAGODI-DILORO
0978,TAMASANE PRIMARY SCHOOL ,TAMASANE
0979,LESENEPOLE PRIMARY SCHOOL ,MATOLWANE
0980,LESENEPOLE KGOTLA,MATOLWANE
0981,TENT AT LEBAKENG STANDPIPE ,MATOLWANE
0982,MAPULANE PRIMARY SCHOOL,MATOLWANE
0983,BAKGOPENG JUNIOR SECONDARY SCHOOL  ,MATOLWANE
0984,TENT AT RAPHIRI STANDPIPE,MATOLWANE
0985,REVELATION CHURCH ,MAUNATLALA
0986,MAUNATLALA SUB-LAND BOARD ,MAUNATLALA
0987,MAUNATLALA PRIMARY SCHOOL ,MAUNATLALA
0988,OLD SUB-LAND BOARD ,MAUNATLALA
0989,MAUNATLALA CLINIC ,MAUNATLALA
0990,MASUPE PRIMARY SCHOOL ,MAUNATLALA
0991,TSWAPONG BOKONE SHOW HALL ,MAUNATLALA
0992,TENT AT MOTSHABI'S POOL ,MAUNATLALA
0993,TENT AT CHELAOLE WELLS (SPACE NEXT TO RATSIE'S) ,MAUNATLALA
0994,SEOLWANE KGOTLA ,SEOLWANE
0995,SEOLWANE COMMUNITY HALL ,SEOLWANE
0996,SEOLWANE PRIMARY SCHOOL ,SEOLWANE
0997,MOKOKWANA KGOTLA ,SEOLWANE
0998,MOSWEU KGOTLA ,SEOLWANE
0999,TENT AT AFRICAN RANCHES,SEOLWANE
1000,TENT AT DIKGATLHONG CATTLE POST,SEOLWANE
1001,RATHOLO PRIMARY SCHOOL,RATHOLO
1002,MOIPEI KGOTLA,RATHOLO
1003,SEKGARAPANA POOL,RATHOLO
1004,MACHIBABA JUNIOR SECONDARY SCHOOL,RATHOLO
1005,MOENG COLLEGE,RATHOLO
1006,TENT AT BOIKAGO CATTLE CRUSH,RATHOLO
1007,TENT AT ABFGAC-TREE ,MAJWANENG
1008,MOLEBATSI PRIMARY SCHOOL,MAJWANENG
1009,BORATAPULA GATE,MAJWANENG
1010,SERULAPYE POOL,MAJWANENG
1011,TENT AT KWADIBA KGOTLA,MAJWANENG
1012,MOKUNGWANE KGOTLA,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1013,TENT AT STANDPIPE NEXT TO BALETILE TIDIMALO'S ,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1014,MATHAKOLA DAY CARE ,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1015,MATHAKOLA PRIMARY SCHOOL,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1016,GOO-SEKGWENG PRIMARY SCHOOL  ,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1017,GOO-SEKGWENG KGOTLA,MATLHAKOLA-GOO SEKGWENG- MOKUNGWANE
1018,GOO TAU PRIMARY SCHOOL,GOO TAU-MANALEDI
1019,GOSEMAMA JUNIOR SECONDARY SCHOOL,GOO TAU-MANALEDI
1020,TENT AT SWANENG STANDPIPE 5 ,GOO TAU-MANALEDI
1021,TENT AT ROOBUWA STANDPIPE  ,GOO TAU-MANALEDI
1022,MANALEDI PRIMARY SCHOOL,GOO TAU-MANALEDI
1023,KUKUBJWE PRIMARY SCHOOL,LERALA WEST
1024,LERALA PRIMARY SCHOOL,LERALA WEST
1025,TENT AT KGETSI YA TSIE,LERALA WEST
1026,LEKADIBENG PRIMARY SCHOOL,LERALA WEST
1027,MODISADIFE KGOTLA,LERALA WEST
1028,TENT AT KEREKANG MONTSHO'S HOMESTEAD,LERALA WEST
1029,LERALA MAIN KGOTLA,LERALA WEST
1030,TENT AT MMANTSHADI STANDPIPE,LERALA WEST
1031,TENT AT DEPARTMENT OF INFORMATION OFFICES,LERALA WEST
1032,LERALA CLINIC,LERALA EAST
1033,SHERWOOD,LERALA EAST
1034,TENT AT MOTLALENG'S STANDPIPE,LERALA EAST
1035,TENT MMAKGABO FIELDS,LERALA EAST
1036,TENT AT MOPHANE TREE (NEXT TO MMAMAKGOWA'S) ,LERALA EAST
1037,TENT AT STANDPIPE 8A (NEAR OLD PARLIAMENTARY  OFFICE),LERALA EAST
1038,MALAKA KGOTLA,LECHENG-MALAKA
1039,MALAKA PRIMARY SCHOOL,LECHENG-MALAKA
1040,NEW COVENANT CHURCH,LECHENG-MALAKA
1041,HOLY GOSPEL APOSTOLIC CHURCH,LECHENG-MALAKA
1042,TENT AT LEBOANA - MPHIRI MOREETSI HOMESTEAD,LECHENG-MALAKA
1043,LECHENG PRIMARY SCHOOL,LECHENG-MALAKA
1044,LECHENG CLINIC,LECHENG-MALAKA
1045,MOKGALO JUNIOR SECONDARY SCHOOL,LECHENG-MALAKA
1046,TENT AT MMAMADILA LANDS,LECHENG-MALAKA
1047,MAOKWE KGOTLA,LECHENG-MALAKA
1048,TENT AT BONWAKATLHAKO,LECHENG-MALAKA
1049,XHOSA 1 PRIMARY SCHOOL,XHOSA 1
1050,XHOSA 1 KGOTLA,XHOSA 1
1051,TENT AT LUTHERAN CHURCH ,XHOSA 1
1052,MOKUBATSE PRIMARY SCHOOL ,XHOSA 1
1053,TENT AT VDC PRE-SCHOOL,XHOSA 1
1054,TENT AT ELOYI CHRISTIAN CHURCH ,XHOSA 1
1055,AGRICULTURE OFFICE,XHOSA 1
1056,TENT AT KANAMO KGOTLA,BOSEJA
1057,FLOWERTOWN PRIMARY SCHOOL,BOSEJA
1058,TENT AT RAILWAYS FOOTBALL STADIUM ,BOSEJA
1059,DIPHALANA SCHOOL  ,BOSEJA
1060,BOSEJA KGOTLA,BOSEJA
1061,DAYSTAR PRIMARY SCHOOL,FLOWERTOWN
1062,TENT AT BHC OFFICE,FLOWERTOWN
1063,TENT AT WATER UTILITIES   ,FLOWERTOWN
1064,FLOWERTOWN KGOTLA,FLOWERTOWN
2769,TENT AT OPEN SPACE NEXT TO DUX TUCKSHOP,FLOWERTOWN
1065,TAUPYE KGOTLA,SHAKWE-TAUPYE
1066,MOINEEDI PRIMARY SCHOOL,SHAKWE-TAUPYE
1067,SHAKWE KGOTLA,SHAKWE-TAUPYE
1068,SHAKWE PRIMARY SCHOOL,SHAKWE-TAUPYE
1069,TENT AT SHAKWE HEALTH POST ,SHAKWE-TAUPYE
1070,MMUABUI PRIMARY SCHOOL,MAKWATE-KUDUMATSE-DOVEDALE
1071,MAKWATE KGOTLA,MAKWATE-KUDUMATSE-DOVEDALE
1072,TENT AT MAKWATE COMMUNITY HALL,MAKWATE-KUDUMATSE-DOVEDALE
1073,TENT AT PARRS HALT,MAKWATE-KUDUMATSE-DOVEDALE
1074,KUDUMATSE KGOTLA,MAKWATE-KUDUMATSE-DOVEDALE
1075,KUDUMATSE PRIMARY SCHOOL,MAKWATE-KUDUMATSE-DOVEDALE
1076,TENT AT KUDUMATSE CLINIC,MAKWATE-KUDUMATSE-DOVEDALE
1077,DIKGATLHO JUNIOR SECONDARY SCHOOL,MAKWATE-KUDUMATSE-DOVEDALE
1078,DOVEDALE PRIMARY SCHOOL  ,MAKWATE-KUDUMATSE-DOVEDALE
1079,DOVEDALE KGOTLA,MAKWATE-KUDUMATSE-DOVEDALE
1080,PALLAROAD KGOTLA,PALLAROAD-SETSILE-MOKOSWANE
1081,PALLAROAD PRIMARY SCHOOL,PALLAROAD-SETSILE-MOKOSWANE
1082,PALLAROAD COMMUNITY HALL,PALLAROAD-SETSILE-MOKOSWANE
1083,TENT AT SERURUME MOBILE CLINIC,PALLAROAD-SETSILE-MOKOSWANE
1084,GASETSILE KGOTLA,PALLAROAD-SETSILE-MOKOSWANE
1085,MOKOSWANA KGOTLA,PALLAROAD-SETSILE-MOKOSWANE
1086,MOKOSWANA COMMUNITY HALL,PALLAROAD-SETSILE-MOKOSWANE
1087,MOOKANE KGOTLA,MOOKANE-MMAPHASHALALA
1088,MOOKANE PRIMARY SCHOOL,MOOKANE-MMAPHASHALALA
1089,TENT AT MOOKANE CLINIC,MOOKANE-MMAPHASHALALA
1090,TENT AT SPIRITUAL HEALING CHURCH,MOOKANE-MMAPHASHALALA
1091,DAY CARE CENTRE   ,MOOKANE-MMAPHASHALALA
1092,COMMUNITY HALL,MOOKANE-MMAPHASHALALA
1093,FAITH MISSION CHURCH,MOOKANE-MMAPHASHALALA
1094,MMAPHASHALALA KGOTLA,MOOKANE-MMAPHASHALALA
1095,MMAPHASHALA PRIMARY SCHOOL,MOOKANE-MMAPHASHALALA
1096,MAHALAPYE PRIMARY SCHOOL,MAHALAPYE NORTH
1097,BOTALAOTE KGOTLA,MAHALAPYE NORTH
1098,THOMADITHOTSE KGOTLA,MAHALAPYE NORTH
1099,ST. PATRICK PRIMARY SCHOOL,MAHALAPYE NORTH
1100,THOMADITHOTSE VDC OFFICE,MAHALAPYE NORTH
1101,WHITE CITY KGOTLA,MAHALAPYE NORTH
1102,MAHALAPYE JSS,MAHALAPYE NORTH
1103,TEWANE KGOTLA,MAHALAPYE NORTH
1104,TENT AT TEWANE T-JUNCTION,MAHALAPYE NORTH
1105,MADIBA KGOTLA  ,MADIBA
1106,TENT BAITIREDI CLINIC ,MADIBA
1107,TENT AT MADIBA POST OFFICE,MADIBA
1108,TENT AT MADIBA CLINIC ,MADIBA
1109,TIDIMALO KGOTLA ,MADIBA
1110,MADIBA 14 KGOTLA ,MADIBA
1111,TENT AT PATIKWANE CATTLEPOST  ,MADIBA
1112,TENT AT MMADIPERETA KGOTLA ,MADIBA
1113,BOROTSI KGOTLA ,MAHALAPYE CENTRAL
1114,MAIN KGOTLA ,MAHALAPYE CENTRAL
1115,COMMUNITY HALL ,MAHALAPYE CENTRAL
1116,TENT AT UCCSA  ,MAHALAPYE CENTRAL
1117,HERERO KGOTLA ,MAHALAPYE CENTRAL
1118,TENT AT SPIRITUAL HEALING CHURCH ,DILAENE
1119,DILAENE KGOTLA ,DILAENE
1120,TENT AT ASSEMBLIES OF GOD CHURCH ,DILAENE
1121,TENT AT ST. JOHN CHURCH (SIWELA)  ,DILAENE
1122,TENT AT DISABLED ASSOCIATION,NGAKAAGAE
1123,NGAKAAGAE PRIMARY SCHOOL,NGAKAAGAE
1124,LEETILE PRIMARY SCHOOL,NGAKAAGAE
1125,TENT AT ROXELLA ENGLISH MEDIUM SCHOOL  ,NGAKAAGAE
1126,TENT AT MAHALAPYE HOSPICE,NGAKAAGAE
1127,TSHIKHINYEGA KGOTLA,TSHIKHINYEGA
1128,TAMOCHA PRIMARY SCHOOL,TSHIKHINYEGA
1129,ST. JAMES PRIMARY SCHOOL,TSHIKHINYEGA
1130,TENT AT HOLINESS CHURCH,TSHIKHINYEGA
1131,TENT AT HOLY GHOST CHURCH,TSHIKHINYEGA
1132,TSHIKHINYEGA PRIMARY SCHOOL,PARWE
1133,PARWE JUNIOR SECONDARY SCHOOL,PARWE
1134,NTHOMPE-KOMA PRIMARY SCHOOL,PARWE
1135,TENT AT TWANTSHO BORUKUTHI OPEN SPACE,PARWE
1136,TENT AT CITF CENTRE  ,PARWE
1137,PARWE 2 KGOTLA ,PARWE
1138,XHOSA 2 KGOTLA,MAHALAPYE SOUTH
1139,MOWANA JUNIOR SECONDARY SCHOOL,MAHALAPYE SOUTH
1140,TENT AT MAHALAPYE EDUCATION CENTER,MAHALAPYE SOUTH
1141,TENT AT ROMAN CATHOLIC HALL,MAHALAPYE SOUTH
1142,MOWANA KGOTLA,MAHALAPYE SOUTH
1143,BOKAA KGOTLA,MAHALAPYE SOUTH
1144,MOWANA 2 KGOTLA,MAHALAPYE SOUTH
1145,MONTSAMAISA LITERACY SCHOOL,MAHALAPYE SOUTH
1146,SEFHARE WARD KGOTLA,SEFHARE EAST
1147,TENT AT DITSHOSWANE LANDS ,SEFHARE EAST
1148,MMUTLE PRIMARY SCHOOL,SEFHARE EAST
1149,TENT AT NJANHELA KGOTLA,SEFHARE EAST
1150,SEFHARE PRIMARY SCHOOL,SEFHARE EAST
1151,TENT AT SERULENG STANDPIPE,SEFHARE EAST
1152,TENT AT MAIFALA KGOTLA,SEFHARE EAST
1153,BOROTSI KGOTLA,SEFHARE EAST
1154,THABAKANAKA PRIMARY SCHOOL,SEFHARE EAST
1155,LESUNG KGOTLA,SEFHARE WEST
1156,TENT AT MOKOBA TREE BY SEFHARE PRIMARY HOSPITAL,SEFHARE WEST
1157,BOBIRWA KGOTLA,SEFHARE WEST
1158,MOSHOPHA PRIMARY SCHOOL,SEFHARE WEST
1159,MOSHOPHA KGOTLA  ,SEFHARE WEST
1160,MOROKA KGOTLA,SEFHARE WEST
1161,TENT AT CHADIBE OLD KGOTLA,CHADIBE
1162,CHADIBE PRIMARY SCHOOL,CHADIBE
1163,CHADIBE KGOTLA,CHADIBE
1164,TENT AT MMADIRUBI,CHADIBE
1165,TENT AT FULL GOSPEL HEALING CHURCH (FGHC),CHADIBE
1166,MACHANENG COMMUNITY HALL,MACHANENG-LETORENG-MATLHAKO
1167,TENT AT ROADS OFFICES,MACHANENG-LETORENG-MATLHAKO
1168,MACHANENG PRIMARY SCHOOL,MACHANENG-LETORENG-MATLHAKO
1169,MOSIKARI JUNIOR SECONDARY SCHOOL,MACHANENG-LETORENG-MATLHAKO
1170,MATLHAKO PRIMARY SCHOOL,MACHANENG-LETORENG-MATLHAKO
1171,MATLHAKO KGOTLA,MACHANENG-LETORENG-MATLHAKO
1172,LETORENG KGOTLA,MACHANENG-LETORENG-MATLHAKO
1173,TENT AT PALAMAOKUWE KGOTLA,MACHANENG-LETORENG-MATLHAKO
1174,PILIKWE PRIMARY SCHOOL,PILIKWE-MHALAPITSA-MAAPE
1175,PILIKWE MAIN KGOTLA,PILIKWE-MHALAPITSA-MAAPE
1176,TENT AT BOBIRWA KGOTLA ,PILIKWE-MHALAPITSA-MAAPE
1178,PILIKWE COMMUNITY HALL,PILIKWE-MHALAPITSA-MAAPE
1179,MHALAPITSA PRIMARY SCHOOL,PILIKWE-MHALAPITSA-MAAPE
1180,MHALAPITSA KGOTLA,PILIKWE-MHALAPITSA-MAAPE
1182,MAAPE PRIMARY SCHOOL (TAUNG),PILIKWE-MHALAPITSA-MAAPE
1183,TENT AT MOPHANENG WARD KGOTLA  ,PILIKWE-MHALAPITSA-MAAPE
1184,MOPHANENG PRIMARY SCHOOL ,PILIKWE-MHALAPITSA-MAAPE
