Code,Name,Polling_Districts
2548,MABUTSANE KGOTLA,MABUTSANE-KANAKU
2549,TENT AT MABUTSANE OLD SHOW-GROUND  ,MABUTSANE-KANAKU
2550,KANAKU PRIMARY SCHOOL,MABUTSANE-KANAKU
2551,MOLONGWA JUNIOR SECONDARY SCHOOL,KHAKHEA
2552,KHAKHEA PRIMARY SCHOOL,KHAKHEA
2553,KHAKHEA KGOTLA,KHAKHEA
2554,KHAKHEA CITF,KHAKHEA
2555,THARI MOBILE HEALTH STOP,KHAKHEA
2556,KUTUKU PRIMARY SCHOOL,ITHOLOKE -KUTUKU
2557,ITHOLOKE PRIMARY SCHOOL,ITHOLOKE -KUTUKU
2558,SEKOMA PRIMARY SCHOOL,SEKOMA
2559,SEKOMA KGOTLA,SEKOMA
2560,KENG PRIMARY SCHOOL,SEKOMA
2561,KENG KGOTLA ,SEKOMA
2562,KHONKHWA KGOTLA,SEKOMA
2563,MAHOTSHWANE PRIMARY SCHOOL,MAHOTSHWANE
2564,MAHOTSHWANE KGOTLA,MAHOTSHWANE
2565,MOKHOMMA PRIMARY SCHOOL,MOKHOMMA
2566,MOKHOMMA KGOTLA,MOKHOMMA
2567,SAMANE KGOTLA ,MOKHOMMA
2568,SAMANE PRIMARY SCHOOL ,MOKHOMMA
2569,LEFHOKO KGOTLA,MOKHOMMA
2570,LOBUTSE VDC STOREROOM ,MOKHOMMA
2571,KADUE MOBILE HEALTH STOP,MOKHOMMA
2572,THANKANE PRIMARY SCHOOL,THANKANE
2573,THANKANE KGOTLA,THANKANE
2574,MAOKANE PRIMARY SCHOOL,MAOKANE
2575,MOGALE JUNIOR SECONDARY SCHOOL,MAOKANE
2576,MAOKANE KGOTLA,MAOKANE
2577,TENT AT UKWI BOREHOLE,MAOKANE
2578,TENT AT MOSADIMOGOLO BLUKOM TREE,MAOKANE
2579,TSONYANE PRIMARY SCHOOL ,MAOKANE
2580,TSONYANE KGOTLA,MAOKANE
2581,TENT AT DINTSANA FOOTBALL GROUND,MAOKANE
2582,TENT AT OPEN SPACE NEAR SESE CLINIC,SESE SOUTH
2583,TENT AT EVANGELICAL RELIGIOUS PROTESTANT UNITY CHURCH,SESE SOUTH
2584,TENT AT NEW COMMUNITY HALL PLOT  ,SESE SOUTH
2585,BETESANKWE PRIMARY SCHOOL,SESE SOUTH
2586,SESE PRIMARY SCHOOL,SESE NORTH
2587,SESE KGOTLA,SESE NORTH
2588,SESE COMMUNITY HALL,SESE NORTH
2589,KANG PRIMARY SCHOOL,KANG NORTH
2590,MOTAUNG JUNIOR SECONDARY SCHOOL,KANG NORTH
2591,KANG BRIGADE DEVELOPMENT TRUST,KANG NORTH
2592,ROADS DEPOT,KANG NORTH
2593,SUPPORT GROUP OFFICES,KANG NORTH
2594,LUTHERAN CHURCH (ELCB),KANG SOUTH
2595,MINI RAC SERVICE CENTRE,KANG SOUTH
2596,MAHUSANE PRIMARY SCHOOL,KANG SOUTH
2597,PHUDUHUDU PRIMARY SCHOOL,INAPHU
2598,INALEGOLO PRIMARY SCHOOL,INAPHU
2599,TENT AT QUIGHIBA BOREHOLE ,INAPHU
2600,LOKGWABE PRIMARY SCHOOL,LOKGWABE
2601,TENT AT GA-MOSIIWANA KGOTLA  ,LOKGWABE
2602,TENT AT SEBOGODI KGOTLA ,LOKGWABE
2603,TSHANE PRIMARY SCHOOL,TSHANE
2604,COMMUNITY HALL,TSHANE
2605,TENT AT KGAINYANE BOREHOLE ,TSHANE
2606,LEHUTUTU PRIMARY SCHOOL,LEHUTUTU
2607,RADS HOSTEL,LEHUTUTU
2608,LEHUTUTU JUNIOR SECONDDARY SCHOOL,LEHUTUTU
2609,MACHENG BRIGADE,LEHUTUTU
2610,HUNHUKWE PRIMARY SCHOOL,HUNHUKWE- MAAKE
2611,TENT AT MONYANE BOREHOLE  ,HUNHUKWE- MAAKE
2612,MAAKE PRIMARY SCHOOL,HUNHUKWE- MAAKE
2613,MONONG PRIMARY SCHOOL,NCAANG-MONONG
2614,NCAANG PRIMARY SCHOOL,NCAANG-MONONG
2615,MOSIIWA PRIMARY SCHOOL,HUKUNTSI NORTH
2616,LEDIBELA PRIMARY SCHOOL,HUKUNTSI NORTH
2617,AFRICAN METHODIST EPISCOPAL (AME) CHURCH (MODIRWA),HUKUNTSI NORTH
2618,UCCSA (SYNAGOGUE),HUKUNTSI NORTH
2619,LEHUTSHELO JUNIOR SECONDARY SCHOOL,HUKUNTSI SOUTH
2620,ROMAN CATHOLIC CHURCH  ,HUKUNTSI SOUTH
2621,MAKGAKGANE PRIMARY SCHOOL,HUKUNTSI SOUTH
2622,VDC OFFICE (ZUTSHWA),NGWATLE-ZUTSHWA
2623,NGWATLE PRIMARY SCHOOL,NGWATLE-ZUTSHWA
2624,UKHWI PRIMARY SCHOOL,UKHWI
2625,BRAY PRIMARY SCHOOL,BRAY
2626,BOSHOEK MOBILE HEALTH POST,BRAY
2627,TENT AT 34-JM,BRAY
2628,TENT AT 35-JM,BRAY
2629,BRAY YOUTH CENTRE,BRAY
2630,KOKOTSHA PRIMARY SCHOOL,KOKOTSHA
2631,TENT AT HOUMOED,KOKOTSHA
2632,UCCSA CHURCH(KOKOTSHA),KOKOTSHA
2633,SAM MACKENZIE PRIMARY SCHOOL,WERDA EAST
2634,TENT AT TSHWARAGANO KGOTLA  ,WERDA EAST
2635,TENT AT CORNWALL,WERDA EAST
2636,TAPOLOGO JUNIOR SECONDARY SCHOOL,WERDA WEST
2637,WERDA PRIMARY SCHOOL,WERDA WEST
2638,ELEVEN APOSTOL HEALING SPIRIT CHURCH (WERDA),WERDA WEST
2639,TENT AT EERSTRUST BOREHOLE,WERDA WEST
2640,MAKOPONG PRIMARY SCHOOL,MAKOPONG
2641,UCCSA CHURCH (MAKOPONG),MAKOPONG
2642,TENT AT THAGA WARD (MAKOPONG),MAKOPONG
2643,TENT AT GOA BOREHOLE,MAKOPONG
2644,TENT AT BOLOKAMETSI CATTLEPOST,MAKOPONG
2645,BOPAGANANG PRIMARY SCHOOL  ,DRAAIHOEK
2646,TENT AT LEGONONO KGOTLA,DRAAIHOEK
2647,MARALALENG PRIMARY SCHOOL,MARALALENG-KISA
2648,KISA PRIMARY SCHOOL,MARALALENG-KISA
2649,TENT AT MEGANO BOREHOLE,MARALALENG-KISA
2650,OMAWENENO PRIMARY SCHOOL,OMAWENENO
2651,UCCSA CHURCH (OMAWENENO),OMAWENENO
2652,SEETELO PRIMARY SCHOOL,TSABONG NORTH
2653,MALESHE PRIMARY SCHOOL ,TSABONG NORTH
2654,NHAKE PRIMARY SCHOOL,TSABONG EAST
2655,ANGLICAN CHURCH (TSABONG),TSABONG EAST
2656,TENT AT IKAGENG KGOTLA,TSABONG EAST
2657,TENT AT BONTLENG KGOTLA,TSABONG EAST
2658,TSABONG UNIFIED SECONDARY SCHOOL,TSABONG SOUTH
2659,TSABONG PRIMARY SCHOOL,TSABONG SOUTH
2660,DUTCH REFORMED CHURCH (TSABONG)   ,TSABONG SOUTH
2661,TENT AT DESALINATION PLANT,TSABONG SOUTH
2810,TENT AT HERERO CEMETERY OPEN SPACE,TSABONG SOUTH
2662,IKANENG PRIMARY SCHOOL,MAUBELO-MCCARTHY'S RUST
2663,MCCARTHY'S RUST PRIMARY SCHOOL,MAUBELO-MCCARTHY'S RUST
2664,KGALAGADI SOUTH BRIGADE,MAUBELO-MCCARTHY'S RUST
2665,TENT AT LOGAGANENG KGOTLA,MAUBELO-MCCARTHY'S RUST
2666,TENT AT KHWEYANE CATTLEPOST,MAUBELO-MCCARTHY'S RUST
2667,BOGOGOBO PRIMARY SCHOOL,BOGOGOBO-KOLONKWANENG
2668,KOLONKWANENG PRIMARY SCHOOL,BOGOGOBO-KOLONKWANENG
2669,TENT AT MAGADING,BOGOGOBO-KOLONKWANENG
2670,TENT AT DEKBOS DROUGHT STORE,BOGOGOBO-KOLONKWANENG
2671,KGOLAGANO JUNIOR SECONDARY SCHOOL,MIDDLEPITS
2672,MIDDLEPITS PRIMARY SCHOOL,MIDDLEPITS
2673,ROMAN CATHOLIC CHURCH (MIDDLEPITS),MIDDLEPITS
2674,KHUIS PRIMARY SCHOOL,KHIUS
2675,TENT AT BODULONG KGOTLA (KHUIS),KHIUS
2676,TENT AT LOBU RANCH,KHIUS
2677,GAKHIBANE PRIMARY SCHOOL,GAKHIBANE
2678,TENT AT IKAGENG KGOTLA (GAKHIBANE),GAKHIBANE
2679,TENT AT DIRETSHANENG BOREHOLE,GAKHIBANE
2680,TENT AT CHEME,GAKHIBANE
2681,KHAWA PRIMARY SCHOOL,KHAWA
2682,TENT AT IKAGENG KGOTLA (KHAWA)  ,KHAWA
2683,TENT AT KOTSWANE BOREHOLE,KHAWA
2684,RAPPLESPAN PRIMARY SCHOOL,VAALHOEK-RAPPLESPAN
2685,VAALHOEK PRIMARY SCHOOL,VAALHOEK-RAPPLESPAN
2686,TENT AT INVERSNAID,VAALHOEK-RAPPLESPAN
2687,TENT AT SPAARWATER,VAALHOEK-RAPPLESPAN
2688,BOKSPITS PRIMARY SCHOOL,BOKSPITS
2689,STRUIZENDAM PRIMARY SCHOOL,STRUIZENDAM
2690,TENT AT SAAMSPAN BOREHOLE,STRUIZENDAM
2691,TENT AT TWO RIVERS WILDLIFE CAMP,STRUIZENDAM
2692,GROOTLAAGTE PRIMARY SCHOOL,GROOTLAAGTE
2693,GROOTLAAGTE KGOTLA,GROOTLAAGTE
2694,TENT AT FARM 142-NK (VICKERMAN),GROOTLAAGTE
2695,TENT AT FARM 5NK (HACKETT),GROOTLAAGTE
2696,QABO PRIMARY SCHOOL,QABO-NORTH WESTERN FARMS
2697,TENT AT FARM 147-NK (EATON),QABO-NORTH WESTERN FARMS
2698,TENT AT FARM 151-NL (RUDI LAMCKE),QABO-NORTH WESTERN FARMS
2699,KUKE PRIMARY SCHOOL,KUKE-NORTH EASTERN FARMS
2700,TENT AT FARM 162-NL (KEMPF)  ,KUKE-NORTH EASTERN FARMS
2701,TENT AT MOTHEO MINE ,KUKE-NORTH EASTERN FARMS
2702,D'KAR PRIMARY SCHOOL,D'KAR-SOUTH EASTERN FARMS
2703,TENT AT D'KAR KGOTLA  ,D'KAR-SOUTH EASTERN FARMS
2704,TENT AT FARM 99-NL,D'KAR-SOUTH EASTERN FARMS
2705,MORAMA DAY CARE CENTRE ,MORAMA
2706,TENT AT OPEN SPACE PLOT NO. 1943 (NEXT TO ELOYI CHURCH),MORAMA
2707,KABAKAE PRIMARY SCHOOL ,KABAKAE
2708,TENT AT KABAKAE KGOTLA,KABAKAE
2709,RAC CONFERENCE ROOM,GHANZI TOWNSHIP CENTRAL
2710,TENT AT KGAPHAMADI KGOTLA ,GHANZI TOWNSHIP CENTRAL
2711,ITEKENG JUNIOR SECONDARY SCHOOL,TSHABANTSA-MOLAPO
2712,REFORMED CHURCH ,TSHABANTSA-MOLAPO
2713,TENT NEXT TO THE CHILD FRIENDLY SERVICE CENTRE ,MERITING
2714,GHANZI SENIOR SECONDARY SCHOOL,MERITING
2715,MERITING KGOTLA ,MERITING
2716,BOSELE KGOTLA,BOSELE
2717,OLD COUNCIL,BOSELE
2718,AFRICAN METHODIST EPISCOPAL (AME) CHURCH,GHANZI TOWNSHIP WEST
2719,KHURAKHURA KGOTLA,GHANZI TOWNSHIP WEST
2720,GHANZI PRIMARY SCHOOL,GHANZI TOWNSHIP WEST
2721,KGAPHAMADI PRIMARY SCHOOL,GHANZI TOWNSHIP SOUTH
2722,TENT AT OPEN SPACE PLOT NO. 6691 (CLOSE TO BHC HOUSES),GHANZI TOWNSHIP SOUTH
2723,CHOBOKWANE PRIMARY SCHOOL,CHOBOKWANE
2724,CHOBOKWANE PRE-SCHOOL  ,CHOBOKWANE
2725,TENT AT GWANA BOREHOLE,CHOBOKWANE
2726,WEST HANAHAI PRIMARY SCHOOL ,WEST HANAHAI
2727,TENT AT LOVE RULERS CHURCH,WEST HANAHAI
2728,EAST HANAHAI PRIMARY SCHOOL ,EAST HANAHAI
2729,TENT AT FARM 221-NL (MOTAPO RANCH),EAST HANAHAI
2730,K'JOE PRIMARY SCHOOL ,NEW XADE WEST
2731,NEW XADE MINI-RAC,NEW XADE WEST
2732,TENT AT OUT OF SCHOOL EDUCATION AND TRAINING CENTRE (OSET),NEW XADE EAST
2733,TENT AT MOLAPO (CKGR),NEW XADE EAST
2734,TENT AT MOTHOMELO (CKGR),NEW XADE EAST
2735,KACGAE PRIMARY SCHOOL ,KACGAE
2736,KACGAE PRE-SCHOOL ,KACGAE
2737,BERE PRIMARY SCHOOL ,BERE
2738,TENT AT RANYANE KGOTLA ,BERE
2739,KARAKUBIS PRIMARY SCHOOL  ,KARAKUBIS
2740,TENT AT LEGONONO BOREHOLE  ,KARAKUBIS
2741,TENT AT MOTLHABA KGOTLA ,KARAKUBIS
2742,RETHUSENG JUNIOR SECONDARY SCHOOL,CHARLESHILL EAST
2743,XANAGAS PRIMARY SCHOOL,CHARLESHILL EAST
2744,TENT AT DRYHOEK BOREHOLE,CHARLESHILL EAST
2745,TENT AT CHARLESHILL SHOW GROUNDS,CHARLESHILL EAST
2746,BOIPELO PRIMARY SCHOOL,CHARLESHILL WEST
2747,OLD MAMUNO BORDER POST ,CHARLESHILL WEST
2748,TENT AT BOTSHABELO KGOTLA,CHARLESHILL WEST
2749,MAKUNDA PRIMARY SCHOOL,MAKUNDA
2750,TENT AT FARM 8 (KASUME),MAKUNDA
2751,TENT AT TJIVARONGO BOREHOLE,MAKUNDA
2752,TENT AT OTJIUAMAPETA BOREHOLE ,MAKUNDA
2753,NEW XANAGAS PRIMARY SCHOOL ,NEW XANAGAS
2754,TENT AT SPRINGBOK BOREHOLE,NEW XANAGAS
2755,KULE PRIMARY SCHOOL,KULE
2756,TENT AT MORAMA BOREHOLE,KULE
2757,TENT AT TSHUKUDU BOREHOLE,KULE
2758,METSIMANTSHO PRIMARY SCHOOL,NCOJANE-METSIMANTSHO
2759,TENT AT FARM 234-MJ (MAISANTLOLE),NCOJANE-METSIMANTSHO
2760,NCOJANE PRIMARY SCHOOL,NCOJANE-METSIMANTSHO
2761,TENT AT METSIMANTLE KGOTLA,NCOJANE-METSIMANTSHO
2762,MARAKANELO JUNIOR SECONDARY SCHOOL  ,NCOJANE-METSIMANTSHO
2763,TENT AT DIACHENCHA KGOTLA ,NCOJANE-METSIMANTSHO
2764,KALKFONTEIN PRIMARY SCHOOL,KALKFONTEIN
2765,TSHIMOLOGO JUNIOR SECONDARY SCHOOL,KALKFONTEIN
2766,TENT AT FARM 256-MJ (BAKGALEMI FARM),KALKFONTEIN
2767,TENT AT UKHWI KGOTLA ,KALKFONTEIN
2811,ADELAIDE,AUSTRALIA 
2812,BRISBANE,AUSTRALIA 
2813,CANBERRA - BOTSWANA HIGH COMMISSION ,AUSTRALIA 
2814,AUCKLAND (NEW ZEALAND),AUSTRALIA 
2815,MELBOURNE,AUSTRALIA 
2816,PERTH,AUSTRALIA 
2817,SYDNEY,AUSTRALIA 
2818,AMSTERDAM (NETHERLANDS),BELGIUM 
2819,BRUSSELS - BOTSWANA EMBASSY,BELGIUM 
2820,BRASILIA - BOTSWANA EMBASSY,BRAZIL 
2821,BEIJING - BOTSWANA EMBASSY,CHINA 
2822,KUALA LUMPUR (MALAYSIA),CHINA 
2858,SHANGHAI,CHINA 
2823,ADDIS ABABA - BOTSWANA EMBASSY,ETHIOPIA 
2824,PARIS - BOTSWANA EMBASY ,FRANCE 
2825,BERLIN - BOTSWANA EMBASSY,GERMANY 
2826,MUMBAI - BOTSWANA TRADE AND INVESTMENT CENTRE (BITC) ,INDIA 
2827,NEW DELHI - BOTSWANA HIGH COMMISSION ,INDIA 
2828,TOKYO - BOTSWANA EMBASSY,JAPAN 
2829,NAIROBI - BOTSWANA HIGH COMMISSION,KENYA 
2830,DUBAI (UNITED ARAB EMIRATES),KUWAIT 
2831,DOHA (QATAR),KUWAIT 
2832,KUWAIT CITY - BOTSWANA EMBASSY,KUWAIT 
2833,MAPUTO - BOTSWANA HIGH COMMISSION,MOZAMBIQUE 
2834,WINDHOEK - BOTSWANA HIGH COMMISSION,NAMIBIA 
2835,ABUJA - BOTSWANA HIGH COMMISSION,NIGERIA 
2836,ACCRA (GHANA),NIGERIA 
2837,BLOEMFONTEIN - CENTRAL UNIVERSITY OF TECHNOLOGY,SOUTH AFRICA 
2838,CAPE TOWN - UNIVERSITY OF CAPETOWN,SOUTH AFRICA 
2839,DURBAN- DURBAN UNIVERSITY OF TECHNOLOGY,SOUTH AFRICA 
2840,JOHANNESBURG - BOTSWANA CONSULATE GENERAL,SOUTH AFRICA 
2841,MBABANE (KINGDOM OF ESWATINI),SOUTH AFRICA 
2842,PRETORIA - BOTSWANA HIGH COMMISSION,SOUTH AFRICA 
2855,MASERU (KINGDOM OF LESOTHO),SOUTH AFRICA 
2843,MOSCOW (RUSSIA),SWEDEN 
2844,STOCKHOLM - BOTSWANA EMBASSY,SWEDEN 
2845,GENEVA - BOTSWANA EMBASSY,SWITZERLAND 
2846,DUBLIN (REPUBLIC OF IRELAND),UNITED KINGDOM 
2847,GLASGOW (SCORTLAND),UNITED KINGDOM 
2848,LEEDS,UNITED KINGDOM 
2849,LONDON - BOTSWANA HIGH COMMISSION,UNITED KINGDOM 
2850,CONNECTICUT,UNITED STATES OF AMERICA
2851,ONTARIO (CANADA),UNITED STATES OF AMERICA
2856,NEW YORK - PERMANENT MISSION OF THE REPUBLIC OF BOTSWANA TO THE UNITED NATTIONS,UNITED STATES OF AMERICA
2857,WASHINGTON DC - BOTSWANA EMBASSY,UNITED STATES OF AMERICA
2852,LUSAKA - BOTSWANA HIGH COMMISSION,ZAMBIA
2853,HARARE - BOTSWANA HIGH COMMISSION,ZIMBABWE
2854,BULAWAYO,ZIMBABWE
